Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Kohl's,1189833,10/3/2021,West,California,San Francisco,Women's Athletic Footwear,45.00,550,"247,500.00","86,625.00",35%,Outlet
Kohl's,1189833,11/3/2021,West,California,Los Angeles,Men's Apparel,50.00,500,"250,000.00","137,500.00",55%,Outlet
Kohl's,1189833,12/3/2021,West,California,Los Angeles,Women's Apparel,45.00,700,"315,000.00","63,000.00",20%,Outlet
Kohl's,1189833,13/3/2021,West,California,Los Angeles,Men's Street Footwear,35.00,750,"262,500.00","105,000.00",40%,Outlet
Kohl's,1189833,14/3/2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,650,"292,500.00","73,125.00",25%,Outlet
Kohl's,1189833,15/3/2021,West,California,Los Angeles,Women's Street Footwear,45.00,675,"303,750.00","121,500.00",40%,Outlet
Kohl's,1189833,16/3/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525,"236,250.00","82,687.50",35%,Outlet
Kohl's,1189833,17/3/2021,West,California,Los Angeles,Men's Apparel,50.00,450,"225,000.00","123,750.00",55%,Outlet
Kohl's,1189833,18/3/2021,West,California,Los Angeles,Women's Apparel,45.00,650,"292,500.00","58,500.00",20%,Outlet
Kohl's,1189833,19/3/2021,West,California,Los Angeles,Men's Street Footwear,35.00,800,"280,000.00","112,000.00",40%,Outlet
Kohl's,1189833,20/3/2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,650,"292,500.00","73,125.00",25%,Outlet
Kohl's,1189833,21/3/2021,West,California,Los Angeles,Women's Street Footwear,45.00,650,"292,500.00","117,000.00",40%,Outlet
Kohl's,1189833,22/3/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550,"247,500.00","86,625.00",35%,Outlet
Kohl's,1189833,23/3/2021,West,California,Los Angeles,Men's Apparel,50.00,425,"212,500.00","116,875.00",55%,Outlet
Kohl's,1189833,6/4/2021,West,California,Los Angeles,Women's Apparel,45.00,625,"281,250.00","56,250.00",20%,Outlet
Kohl's,1189833,7/4/2021,West,California,Los Angeles,Men's Street Footwear,45.00,800,"360,000.00","144,000.00",40%,Outlet
Kohl's,1189833,8/4/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,600,"300,000.00","75,000.00",25%,Outlet
Kohl's,1189833,9/4/2021,West,California,Los Angeles,Women's Street Footwear,50.00,625,"312,500.00","125,000.00",40%,Outlet
Kohl's,1189833,10/4/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,525,"236,250.00","82,687.50",35%,Outlet
Kohl's,1189833,11/4/2021,West,California,Los Angeles,Men's Apparel,50.00,425,"212,500.00","116,875.00",55%,Outlet
Kohl's,1189833,12/4/2021,West,California,Los Angeles,Women's Apparel,65.00,600,"390,000.00","78,000.00",20%,Outlet
Kohl's,1189833,13/4/2021,West,California,Los Angeles,Men's Street Footwear,45.00,800,"360,000.00","144,000.00",40%,Outlet
Kohl's,1189833,14/4/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,650,"325,000.00","81,250.00",25%,Outlet
Kohl's,1189833,15/4/2021,West,California,Los Angeles,Women's Street Footwear,50.00,650,"325,000.00","130,000.00",40%,Outlet
Kohl's,1189833,16/4/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,550,"247,500.00","86,625.00",35%,Outlet
Kohl's,1189833,17/4/2021,West,California,Los Angeles,Men's Apparel,50.00,450,"225,000.00","123,750.00",55%,Outlet
Kohl's,1189833,18/4/2021,West,California,Los Angeles,Women's Apparel,65.00,625,"406,250.00","81,250.00",20%,Outlet
Kohl's,1189833,19/4/2021,West,California,Los Angeles,Men's Street Footwear,45.00,900,"405,000.00","162,000.00",40%,Outlet
Kohl's,1189833,20/4/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,750,"375,000.00","93,750.00",25%,Outlet
Kohl's,1189833,21/4/2021,West,California,Los Angeles,Women's Street Footwear,50.00,750,"375,000.00","150,000.00",40%,Outlet
Kohl's,1189833,22/4/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,625,"281,250.00","98,437.50",35%,Outlet
Kohl's,1189833,23/4/2021,West,California,Los Angeles,Men's Apparel,50.00,500,"250,000.00","137,500.00",55%,Outlet
Kohl's,1189833,24/4/2021,West,California,Los Angeles,Women's Apparel,65.00,800,"520,000.00","104,000.00",20%,Outlet
Kohl's,1189833,25/4/2021,West,California,Los Angeles,Men's Street Footwear,45.00,950,"427,500.00","171,000.00",40%,Outlet
Kohl's,1189833,26/4/2021,West,California,Los Angeles,Men's Athletic Footwear,50.00,800,"400,000.00","100,000.00",25%,Outlet
Kohl's,1189833,27/4/2021,West,California,Los Angeles,Women's Street Footwear,50.00,750,"375,000.00","150,000.00",40%,Outlet
Kohl's,1189833,28/4/2021,West,California,Los Angeles,Women's Athletic Footwear,45.00,650,"292,500.00","102,375.00",35%,Outlet
Kohl's,1189833,29/4/2021,West,California,Los Angeles,Men's Apparel,50.00,700,"350,000.00","192,500.00",55%,Outlet
Kohl's,1189833,30/4/2021,West,California,Los Angeles,Women's Apparel,65.00,700,"455,000.00","91,000.00",20%,Outlet
Kohl's,1189833,1/5/2021,West,California,Los Angeles,Men's Street Footwear,50.00,900,"450,000.00","180,000.00",40%,Outlet
Kohl's,1189833,2/5/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,"467,500.00","116,875.00",25%,Outlet
Kohl's,1189833,3/5/2021,West,California,Los Angeles,Women's Street Footwear,50.00,725,"362,500.00","145,000.00",40%,Outlet
Kohl's,1189833,4/5/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,675,"337,500.00","118,125.00",35%,Outlet
Kohl's,1189833,5/5/2021,West,California,Los Angeles,Men's Apparel,60.00,675,"405,000.00","222,750.00",55%,Outlet
Kohl's,1189833,6/5/2021,West,California,Los Angeles,Women's Apparel,65.00,650,"422,500.00","84,500.00",20%,Outlet
Kohl's,1189833,7/5/2021,West,California,Los Angeles,Men's Street Footwear,50.00,850,"425,000.00","170,000.00",40%,Outlet
Kohl's,1189833,8/5/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,850,"467,500.00","116,875.00",25%,Outlet
Kohl's,1189833,9/5/2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,"350,000.00","140,000.00",40%,Outlet
Kohl's,1189833,10/5/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,"325,000.00","113,750.00",35%,Outlet
Kohl's,1189833,11/5/2021,West,California,Los Angeles,Men's Apparel,60.00,650,"390,000.00","214,500.00",55%,Outlet
Kohl's,1189833,12/5/2021,West,California,Los Angeles,Women's Apparel,65.00,700,"455,000.00","91,000.00",20%,Outlet
Kohl's,1189833,13/5/2021,West,California,Los Angeles,Men's Street Footwear,50.00,800,"400,000.00","160,000.00",40%,Outlet
Kohl's,1189833,14/5/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,800,"440,000.00","110,000.00",25%,Outlet
Kohl's,1189833,15/5/2021,West,California,Los Angeles,Women's Street Footwear,50.00,650,"325,000.00","130,000.00",40%,Outlet
Kohl's,1189833,16/5/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,625,"312,500.00","109,375.00",35%,Outlet
Kohl's,1189833,17/5/2021,West,California,Los Angeles,Men's Apparel,60.00,600,"360,000.00","198,000.00",55%,Outlet
Kohl's,1189833,18/5/2021,West,California,Los Angeles,Women's Apparel,65.00,650,"422,500.00","84,500.00",20%,Outlet
Kohl's,1189833,19/5/2021,West,California,Los Angeles,Men's Street Footwear,50.00,825,"412,500.00","165,000.00",40%,Outlet
Kohl's,1189833,20/5/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,825,"453,750.00","113,437.50",25%,Outlet
Kohl's,1189833,21/5/2021,West,California,Los Angeles,Women's Street Footwear,50.00,675,"337,500.00","135,000.00",40%,Outlet
Kohl's,1189833,22/5/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,650,"325,000.00","113,750.00",35%,Outlet
Kohl's,1189833,23/5/2021,West,California,Los Angeles,Men's Apparel,60.00,600,"360,000.00","198,000.00",55%,Outlet
Kohl's,1189833,24/5/2021,West,California,Los Angeles,Women's Apparel,65.00,700,"455,000.00","91,000.00",20%,Outlet
Kohl's,1189833,25/5/2021,West,California,Los Angeles,Men's Street Footwear,50.00,900,"450,000.00","180,000.00",40%,Outlet
Kohl's,1189833,26/5/2021,West,California,Los Angeles,Men's Athletic Footwear,55.00,900,"495,000.00","123,750.00",25%,Outlet
Kohl's,1189833,27/5/2021,West,California,Los Angeles,Women's Street Footwear,50.00,700,"350,000.00","140,000.00",40%,Outlet
Kohl's,1189833,28/5/2021,West,California,Los Angeles,Women's Athletic Footwear,50.00,700,"350,000.00","122,500.00",35%,Outlet
Kohl's,1189833,29/5/2021,West,California,Los Angeles,Men's Apparel,60.00,625,"375,000.00","206,250.00",55%,Outlet
Kohl's,1189833,30/5/2021,West,California,Los Angeles,Women's Apparel,65.00,725,"471,250.00","94,250.00",20%,Outlet
Foot Locker,1185732,31/5/2021,West,California,Los Angeles,Men's Street Footwear,45.00,475,"213,750.00","85,500.00",40%,Outlet
Foot Locker,1185732,1/6/2021,West,California,Los Angeles,Men's Athletic Footwear,45.00,275,"123,750.00","43,312.50",35%,Outlet
Foot Locker,1185732,2/6/2021,West,California,Los Angeles,Women's Street Footwear,35.00,275,"96,250.00","33,687.50",35%,Outlet
Foot Locker,1185732,3/6/2021,West,California,Los Angeles,Women's Athletic Footwear,40.00,125,"50,000.00","20,000.00",40%,Outlet
Foot Locker,1185732,4/6/2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,"96,250.00","33,687.50",35%,Outlet
Foot Locker,1185732,5/6/2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,"123,750.00","61,875.00",50%,Outlet
Foot Locker,1185732,6/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,45.00,525,"236,250.00","94,500.00",40%,Outlet
Foot Locker,1185732,7/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,175,"78,750.00","27,562.50",35%,Outlet
Foot Locker,1185732,8/6/2021,Midwest,Illinois,Chicago,Women's Street Footwear,35.00,225,"78,750.00","27,562.50",35%,Outlet
Foot Locker,1185732,9/6/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,100,"40,000.00","16,000.00",40%,Outlet
Foot Locker,1185732,10/6/2021,Midwest,Illinois,Chicago,Men's Apparel,55.00,175,"96,250.00","33,687.50",35%,Outlet
Foot Locker,1185732,11/6/2021,Midwest,Illinois,Chicago,Women's Apparel,45.00,275,"123,750.00","61,875.00",50%,Outlet
Foot Locker,1185732,12/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,495,"247,500.00","99,000.00",40%,Outlet
Foot Locker,1185732,13/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,200,"100,000.00","35,000.00",35%,Outlet
Foot Locker,1185732,14/6/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,225,"90,000.00","31,500.00",35%,Outlet
Foot Locker,1185732,15/6/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,"33,750.00","13,500.00",40%,Outlet
Foot Locker,1185732,16/6/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,17/6/2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,"112,500.00","56,250.00",50%,Outlet
Foot Locker,1185732,18/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,450,"225,000.00","90,000.00",40%,Outlet
Foot Locker,1185732,19/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,150,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,20/6/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,150,"60,000.00","21,000.00",35%,Outlet
Foot Locker,1185732,21/6/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,45.00,75,"33,750.00","13,500.00",40%,Outlet
Foot Locker,1185732,22/6/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,100,"60,000.00","21,000.00",35%,Outlet
Foot Locker,1185732,23/6/2021,Midwest,Illinois,Chicago,Women's Apparel,50.00,225,"112,500.00","56,250.00",50%,Outlet
Foot Locker,1185732,24/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,495,"297,000.00","118,800.00",40%,Outlet
Foot Locker,1185732,25/6/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,55.00,200,"110,000.00","38,500.00",35%,Outlet
Foot Locker,1185732,26/6/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,175,"87,500.00","30,625.00",35%,Outlet
Foot Locker,1185732,27/6/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,100,"50,000.00","20,000.00",40%,Outlet
Foot Locker,1185732,28/6/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,29/6/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,"162,500.00","81,250.00",50%,Outlet
Foot Locker,1185732,30/6/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,"250,000.00","100,000.00",40%,Outlet
Foot Locker,1185732,1/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,250,"112,500.00","39,375.00",35%,Outlet
Foot Locker,1185732,2/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,"80,000.00","28,000.00",35%,Outlet
Foot Locker,1185732,3/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,"70,000.00","28,000.00",40%,Outlet
Foot Locker,1185732,4/7/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,"87,500.00","30,625.00",35%,Outlet
Foot Locker,1185732,5/7/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,350,"192,500.00","96,250.00",50%,Outlet
Foot Locker,1185732,6/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,575,"287,500.00","115,000.00",40%,Outlet
Foot Locker,1185732,7/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,"146,250.00","51,187.50",35%,Outlet
Foot Locker,1185732,8/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,"100,000.00","35,000.00",35%,Outlet
Foot Locker,1185732,9/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,200,"80,000.00","32,000.00",40%,Outlet
Foot Locker,1185732,10/7/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,225,"112,500.00","39,375.00",35%,Outlet
Foot Locker,1185732,11/7/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,400,"220,000.00","110,000.00",50%,Outlet
Foot Locker,1185732,12/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,550,"275,000.00","110,000.00",40%,Outlet
Foot Locker,1185732,13/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,325,"146,250.00","51,187.50",35%,Outlet
Foot Locker,1185732,14/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,250,"100,000.00","35,000.00",35%,Outlet
Foot Locker,1185732,15/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,225,"90,000.00","36,000.00",40%,Outlet
Foot Locker,1185732,16/7/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,200,"100,000.00","35,000.00",35%,Outlet
Foot Locker,1185732,17/7/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,375,"206,250.00","103,125.00",50%,Outlet
Foot Locker,1185732,18/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,50.00,500,"250,000.00","100,000.00",40%,Outlet
Foot Locker,1185732,19/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,45.00,300,"135,000.00","47,250.00",35%,Outlet
Foot Locker,1185732,20/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,40.00,200,"80,000.00","28,000.00",35%,Outlet
Foot Locker,1185732,21/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,40.00,175,"70,000.00","28,000.00",40%,Outlet
Foot Locker,1185732,22/7/2021,Midwest,Illinois,Chicago,Men's Apparel,50.00,175,"87,500.00","30,625.00",35%,Outlet
Foot Locker,1185732,23/7/2021,Midwest,Illinois,Chicago,Women's Apparel,55.00,250,"137,500.00","68,750.00",50%,Outlet
Foot Locker,1185732,24/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,425,"255,000.00","102,000.00",40%,Outlet
Foot Locker,1185732,25/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,"125,000.00","43,750.00",35%,Outlet
Foot Locker,1185732,26/7/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,150,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,27/7/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,125,"62,500.00","25,000.00",40%,Outlet
Foot Locker,1185732,28/7/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,125,"75,000.00","26,250.00",35%,Outlet
Foot Locker,1185732,29/7/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,"162,500.00","81,250.00",50%,Outlet
Foot Locker,1185732,30/7/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,400,"240,000.00","96,000.00",40%,Outlet
Foot Locker,1185732,31/7/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,250,"125,000.00","43,750.00",35%,Outlet
Foot Locker,1185732,1/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,195,"97,500.00","34,125.00",35%,Outlet
Foot Locker,1185732,2/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,175,"87,500.00","35,000.00",40%,Outlet
Foot Locker,1185732,3/8/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,150,"90,000.00","31,500.00",35%,Outlet
Foot Locker,1185732,4/8/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,250,"162,500.00","81,250.00",50%,Outlet
Foot Locker,1185732,5/8/2021,Midwest,Illinois,Chicago,Men's Street Footwear,60.00,500,"300,000.00","120,000.00",40%,Outlet
Foot Locker,1185732,6/8/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,50.00,300,"150,000.00","52,500.00",35%,Outlet
Foot Locker,1185732,7/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,50.00,250,"125,000.00","43,750.00",35%,Outlet
Foot Locker,1185732,8/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,50.00,200,"100,000.00","40,000.00",40%,Outlet
Foot Locker,1185732,9/8/2021,Midwest,Illinois,Chicago,Men's Apparel,60.00,200,"120,000.00","42,000.00",35%,Outlet
Foot Locker,1185732,10/8/2021,Midwest,Illinois,Chicago,Women's Apparel,65.00,300,"195,000.00","97,500.00",50%,Outlet
Sports Direct,1197831,11/8/2021,Midwest,Illinois,Chicago,Men's Street Footwear,20.00,725,"145,000.00","43,500.00",30%,Outlet
Sports Direct,1197831,12/8/2021,Midwest,Illinois,Chicago,Men's Athletic Footwear,30.00,725,"217,500.00","65,250.00",30%,Outlet
Sports Direct,1197831,13/8/2021,Midwest,Illinois,Chicago,Women's Street Footwear,30.00,525,"157,500.00","47,250.00",30%,Outlet
Sports Direct,1197831,14/8/2021,Midwest,Illinois,Chicago,Women's Athletic Footwear,35.00,525,"183,750.00","73,500.00",40%,Outlet
Sports Direct,1197831,15/8/2021,South,Texas,Dallas,Men's Apparel,40.00,375,"150,000.00","37,500.00",25%,Outlet
Sports Direct,1197831,16/8/2021,South,Texas,Dallas,Women's Apparel,35.00,525,"183,750.00","82,687.50",45%,Outlet
Sports Direct,1197831,17/8/2021,South,Texas,Dallas,Men's Street Footwear,25.00,675,"168,750.00","50,625.00",30%,Outlet
Sports Direct,1197831,18/8/2021,South,Texas,Dallas,Men's Athletic Footwear,35.00,650,"227,500.00","68,250.00",30%,Outlet
Sports Direct,1197831,19/8/2021,South,Texas,Dallas,Women's Street Footwear,35.00,475,"166,250.00","49,875.00",30%,Outlet
Sports Direct,1197831,20/8/2021,South,Texas,Dallas,Women's Athletic Footwear,35.00,425,"148,750.00","59,500.00",40%,Outlet
